VALID_NAME,LANGUAGE,COMMON_NAME_1,COMMON_NAME_2,COMMON_NAME_3
Amblyglyphidodon flavopurpureus,English,Cenderawasih damselfish,,
Amblyglyphidodon indicus,English,Maldives damselfish,,
Amblyglyphidodon leucogaster,English,Golden-scaled damsel-fish,White-belly damsel,White-breasted sergeant
Amblyglyphidodon silolona,English,Silolona damselfish,,
Amblyglyphidodon ternatensis,English,Ternate damsel,Ternate damselfish,Ternate sergeant
Amblygobius albimaculatus,English,Butterfly goby,Tailspot goby,
Amblygobius buanensis,English,Buan goby,,
Amblygobius bynoensis,English,Byno goby,Bynoe goby,Bynoe's goby
Amblygobius calvatus,English,Baldhead siltgoby,,
Amblygobius cheraphilus,English,East Indies siltgoby,,
Amblygobius decussatus,English,Crossed goby,Crosshatch goby,Orange-striped goby
Amblygobius esakiae,English,Snout-spot goby,Snoutspot goby,
Amblygobius linki,English,Link's goby,,
Amblygobius nocturnus,English,False sleeper-goby,Nocturn goby,Pyjama goby
Amblygobius phalaena,English,Banded goby,Brown-barred goby,White-barred goby
Amblygobius semicinctus,English,Half-barred goby,Halfbarred goby,
Amblygobius sphynx,English,Sphinx goby,Sphynx goby,
Amblygobius stethophthalmus,English,Freckled goby,,
Amblyotrypauchen arctocephalus,English,Armour eelgoby,,
Amblypomacentrus annulatus,English,Footballer demoiselle,Footballer,
Amblypomacentrus breviceps,English,Black-banded damselfish,Black-banded demoiselle,Blackbanded damsel
Amblypomacentrus clarus,English,Banggai damselfish,,
Amblypomacentrus kuiteri,English,Kuiter's damselfish,Tulamben damsel,
Amblypomacentrus tricinctus,English,Three-band damsel,Threeband damselfish,Threeband demoiselle
Amblyrhynchote honckenii,English,Evileye blaasop,Evileye puffer,
Ambophthalmos angustus,English,Pale toadfish,,
Amioides polyacanthus,English,Deepwater cardinalfish,,
Ammodytes americanus,English,American sand lance,Sand lance,Lance
Ammodytes dubius,English,Northern sand lance,Sand lance,Lance
Ammodytes heian,English,Peaceful sand lance,,
Ammodytes hexapterus,English,Pacific sand lance,Pacific sandlance,Sand lance
Ammodytes marinus,English,Lesser sand-eel,Lesser sandeel,Raitt's sandeel
Ammodytes personatus,English,Japanese sand lance,Pacific sandeel,Pacific sandlance
Ammodytes tobianus,English,Lesser sand-eel,Lesser sandeel,Small sandeel
Ammodytoides gilli,English,Gill's sand lance,Panamic sand lance,Silver sand lance
Ammodytoides leptus,English,Pitcairn Sandlance,,
Ammodytoides pylei,English,Pyle's sand lance,,
Ammodytoides renniei,English,Scaly sandlance,,
Ammodytoides vagus,English,Sand Lance,Sandlance,
Ammodytoides xanthops,English,Yellow face sandlance,,
Ammolabrus dicrus,English,Sand wrasse,,
Ammotretis brevipinnis,English,Shortfin flounder,,
Ammotretis elongatus,English,Elongate flounder,Elongated flounder,
Ammotretis lituratus,English,Bass flounder,Bay flounder,Dotted sole
Ammotretis macrolepis,English,Large-scaled flounder,Largescale flounder,
Ammotretis rostratus,English,Bay flounder,Long-nosed flounder,Long-snouted flounder
Amniataba caudavittata,English,English wyandotte,Yellowtail grunter,Yellowtail trumpeter
Amphelikturus dendriticus,English,Pipehorse,,
Amphichaetodon howensis,English,Broad-barred butterflyfish,Lord Howe butterflyfish,Lord Howe coral fish
Amphichaetodon melbae,English,Melba's butterflyfish,Narrow-barred butterflyfish,
Amphichthys cryptocentrus,English,Bocon toadfish,Sapo bacon,Sapo bocon
Amphiprion akallopisos,English,Clown fish,Nosestripe anemonefish,Nosestriped anemonefish
Amphiprion akindynos,English,Barrier reef anemonefish,Brown anemonefish,Guarded anemone fish
Amphiprion allardi,English,Allard's anemonefish,Twobar anemonefish,
Amphiprion biaculeatus,English,Gold stripe clown,Maroon clownfish,Spine-cheek anemonefish
Amphiprion bicinctus,English,Two-banded anemonefish,Twoband anemonefish,Clownfish
Amphiprion chagosensis,English,Chagos anemonefish,,
Amphiprion chrysogaster,English,Mauritian anémone fish,Mauritian anemonefish,Orange-fin anemonefish
Amphiprion chrysopterus,English,Orange-fin anemonefish,Orangefin anemonefish,Two-banded anemonefish
Amphiprion clarkii,English,Black clown,Brown anemonefish,Chocolate clownfish
Amphiprion ephippium,English,Black-backed anemonefish,Red saddleback anemonefish,Saddle anemone
Amphiprion frenatus,English,Blackback anemonefish,Bridled anemonefish,Fire clown
Amphiprion fuscocaudatus,English,Seychelles anemonefish,,
Amphiprion latezonatus,English,Blue-lip anemonefish,Wide-band anemonefish,Wide-striped anemonefish
Amphiprion latifasciatus,English,Madagascar anemonefish,,
Amphiprion leucokranos,English,White-bonnet anemonefish,White-bonnett anemonefish,Whitebonnet anemonefish
Amphiprion mccullochi,English,McCulloch's anemonefish,Whitesnout anemonefish,
Amphiprion melanopus,English,Black anemonefish,Blackback anemonefish,Chocolate clown
Amphiprion nigripes,English,Black-footed clown fish,Maldive anemonefish,Maldives anemonefish
Amphiprion ocellaris,English,Clown anemonefish,,
Amphiprion omanensis,English,Dhofar clown fish,Oman anemonefish,
Amphiprion pacificus,English,Pacific anemonefish,,
Amphiprion percula,English,Orange clownfish,,
Amphiprion perideraion,English,Clown fish,False skunk striped clown,False skunkstriped anemonefish
Amphiprion polymnus,English,Brownsaddle clownfish,Clown fish,Panda clownfish
Amphiprion rubrocinctus,English,Australian anemonefish,Northwest anemonefish,Red Anemonefish
Amphiprion sandaracinos,English,Eastern skunk anemonefish,Golden anemonefish,Golden angelfish
Amphiprion sebae,English,Brown clownfish,Seba anemonefish,Sebae anemonefish
Amphiprion thiellei,English,Thielle's anemonefish,,
Amphiprion tricinctus,English,Maroon clownfish,Three-band anemonefish,Three-banded anemonefish
Amphistichus argenteus,English,Barred surfperch,,
Amphistichus koelzi,English,Calico surfperch,,
Amphistichus rhodoterus,English,Redtail seaperch,Redtail surfperch,Porgy
Amsichthys knighti,English,Bug-eyed dottyback,Bugeye dottyback,Knight's dottyback
Anableps dowii,English,Northern four-eye,Pacific foureyed fish,
Anacanthus barbatus,English,Barbeled leatherjacket,Barbelled leatherjacket,Bearded filefish
Anampses caeruleopunctatus,English,Blue spotted wrasse,Blue-spotted wrasse,Bluespotted tamarin
Anampses chrysocephalus,English,Psychedelic wrasse,Red tail wrasse,Red-tailed tamarin
Anampses cuvier,English,Cuvier's tamarin,Cuvier's wrasse,Pearl wrasse
Anampses elegans,English,Elegant wrasse,,
Anampses femininus,English,Blue-striped orange tamarin,Bluetail wrasse,Feminine wrasse
Anampses geographicus,English,Geographic wrasse,Lined chisel-tooth wrasse,Olive-green wrasse
Anampses lennardi,English,Blue and yellow wrasse,Blue-and-yellow wrasse,Lennard's wrasse
Anampses lineatus,English,Deep-sea wrasse,Leaf wrasse,Lined tamarin
Anampses melanurus,English,Blacktail wrasse,New Guinea wrasse,White-spotted wrasse
Anampses meleagrides,English,Dotted wrasse,Marble wrasse,Speckled wrasse
Anampses neoguinaicus,English,Black-banded wrasse,Blackback wrasse,New Guinea chisel-tooth wrasse
Anampses twistii,English,Twister wrasse,Yellowbreast wrasse,Yellowbreasted wrasse
Anaora tentaculata,English,Leafy dragonet,Tentacled dragonet,
Anarchias allardicei,English,Allardice's moray,,
Anarchias cantonensis,English,Canton island moray,Canton moray,
Anarchias galapagensis,English,Hardtail moray,Minute moray,
Anarchias leucurus,English,Fine-spotted moray,Finespot moray,Snyder's moray
Anarchias longicauda,English,Pygmy moray,,
Anarchias seychellensis,English,Marbled reef-eel,Seychelles moray,
Anarchias similis,English,Pygmy moray,,
Anarchopterus criniger,English,Fringed pipefish,,
Anarchopterus tectus,English,Insular pipefish,,
Anarhichas denticulatus,English,Blue sea cat,Blue sea-cat,Northern wolffish
Anarhichas lupus,English,Atlantic wolffish,Ocean whitefish,Cat-fish
Anarhichas minor,English,Spotted sea cat,Spotted sea catfish,Spotted sea-cat
Anarhichas orientalis,English,Bering wolffish,,
Anarrhichthys ocellatus,English,Doctorfish,Wolf-eel,
Anchichoerops natalensis,English,Natal wrasse,,
Anchoa analis,English,Longfin Pacific anchovy,,
Anchoa argentivittata,English,Regan's anchovy,Silverstripe anchovy,Anchovy
Anchoa cayorum,English,Key anchovy,Anchovy,
Anchoa chamensis,English,Chame Point anchovy,,
Anchoa choerostoma,English,Bermuda anchovy,Hog-mouth fry,Hogmouth fry
Anchoa colonensis,English,Narrow-striped anchovy,Narrowstriped anchovy,
Anchoa compressa,English,Deep body anchovy,Deepbody anchovy,Anchovy
Anchoa cubana,English,Cuban anchovy,,
Anchoa curta,English,Short anchovy,Anchovy,
Anchoa delicatissima,English,Slough anchovy,Anchovy,
Anchoa eigenmannia,English,Eigenmann's anchovy,,
Anchoa exigua,English,Slender anchovy,Thin anchovy,Anchovy
Anchoa filifera,English,Longfinger anchovy,,
Anchoa helleri,English,Gulf anchovy,Heller's anchovy,
Anchoa hepsetus,English,Anchovy fry,Broad-striped anchovy,Striped anchovy
Anchoa ischana,English,Sharpnose anchovy,Slender anchovy,Gulf of California slender anchovy
Anchoa januaria,English,Rio anchovy,Anchovy,
Anchoa lamprotaenia,English,Big-eye anchovy,Bigeye anchovy,Longnose anchovy
Anchoa lucida,English,Bright anchovy,Anchovy,
Anchoa lyolepis,English,Dusky anchovy,Longnose anchovy,Loose scaled anchovy
Anchoa marinii,English,Marini's anchovy,Anchovy,
Anchoa mitchilli,English,Bay anchovy,Common anchovy,Anchovy
Anchoa mundeola,English,False Panama anchovy,,
Anchoa mundeoloides,English,Northern Gulf anchovy,,
Anchoa nasus,English,Bignose anchovy,Longnose anchovy,Anchovy
Anchoa panamensis,English,Panama anchovy,Anchovy,
Anchoa parva,English,Little anchovy,Anchovy,
Anchoa pectoralis,English,Bigfin anchovy,,
Anchoa scofieldi,English,Scofield's anchovy,Yellow anchovy,
Anchoa spinifer,English,Orange anchovy,Spicule anchovy,Anchovy
Anchoa starksi,English,Starks's anchovy,,
Anchoa tricolor,English,Piquitinga anchovy,Anchovy,Piquitinga
Anchoa trinitatis,English,Trinidad anchovy,Anchovy,
Anchoa walkeri,English,Persistent anchovy,Walker's anchovy,
Anchovia clupeoides,English,Broadhead anchovy,Grubber broadhead,Zabaleta anchovy
Anchovia macrolepidota,English,Bigscale anchovy,Anchovy,
Anchoviella balboae,English,Balboa anchovy,,
Anchoviella blackburni,English,Blackburn's anchovy,Blackburns's anchovy,
Anchoviella brevirostris,English,Snubnose anchovy,,
Anchoviella cayennensis,English,Cayenne anchovy,,
Anchoviella elongata,English,Elongate anchovy,,
Anchoviella lepidentostole,English,Broadband anchovy,Anchovy,
Anchoviella perfasciata,English,Flat anchovy,Grubber broadhead,Poey's anchovy
Ancistrogobius dipus,English,Double-fin cheek-hook goby,,
Ancistrogobius squamiceps,English,Scaly cheek-hook goby,,
Ancistrogobius yanoi,English,Yano's cheek-hook goby,,
Ancistrogobius yoshigoui,English,Threadless cheek-hook goby,,
Ancylopsetta cycloidea,English,Cyclope flounder,,
Ancylopsetta dendritica,English,Three-spot flounder,Threespot sand flounder,
Ancylopsetta dilecta,English,Three-eye flounder,,
Ancylopsetta kumperae,English,Foureyed flounder,,
Ancylopsetta quadrocellata,English,Ocellated flounder,Gulf of Mexico ocellated flounder,
Andamia heteroptera,English,East Indian lipsucker,,
Andamia reyi,English,Rey's suckerlip,Suckerlip blenny,
Andamia tetradactylus,English,Four-fingered lipsucker,,
Andriashevicottus megacephalus,English,Andriyashev largeheaded sculpin,,
Anguilla anguilla,English,Common eel,European eel,River eel
Anguilla australis,English,Australian short-finned eel,Australian shortfinned eel,Freshwater eel
Anguilla bengalensis,English,African mottled eel,European eel,Freshwater eel
Anguilla bicolor,English,Bicolor eel,Freshwater eel,Indian Ocean eel
Anguilla celebesensis,English,Celebes longfin eel,,
Anguilla dieffenbachii,English,Longfinned eel,New Zealand longfin eel,
Anguilla interioris,English,Highlands long-finned eel,New Guinea eel,
Anguilla japonica,English,Freshwater eel,Japanese eel,Eel
Anguilla labiata,English,African mottled eel,,
Anguilla malgumora,English,Indonesian longfinned eel,,
Anguilla marmorata,English,Giant long-finned eel,Giant mottled eel,Madagascar mottled eel
Anguilla megastoma,English,Pacific long-finned eel,Polynesian longfin eel,Polynesian longfinned eel
Anguilla mossambica,English,African longfin eel,Longfin eel,
Anguilla nebulosa,English,African mottled eel,Indian longfin eel,Indian mottled eel
Anguilla obscura,English,Brown eel,Pacific short-finned eel,Pacific shortfin eel
Anguilla reinhardtii,English,Australian longfinned eel,Conger eel,Freshwater eel
Anguilla rostrata,English,American eel,Common eel,Elver (joven)
Anisarchus medius,English,Stout eelblenny,,
Anisochromis kenyae,English,Annie,,
Anisochromis mascarenensis,English,Mascarene Annie,,
Anisochromis straussi,English,Saint Brandon's Annie,,
Anisotremus caesius,English,Silvergray grunt,Silvergrey grunt,
Anisotremus davidsonii,English,Xantic sargo,Grunt,Sargo
Anisotremus interruptus,English,Burrito grunt,Yellow-tailed grunt,
Anisotremus scapularis,English,Peruvian grunt,,
Anisotremus surinamensis,English,Black margate,Black thicklip,Mexican bull
Anisotremus taeniatus,English,Panama porkfish,Panamic porkfish,Catalina
Anisotremus virginicus,English,Atlantic porkfish,Paragrate grunt,Spanish girl
Anodontostoma chacunda,English,Bony bream,Chacunda gizzard shad,Chacunda gizzard-shad
Anodontostoma selangkat,English,Indonesian gizzard shad,,
Anodontostoma thailandiae,English,Gizzard shad,Thai gizzard shad,
Anomalops katoptron,English,Great flashlightfish,Indian flashlightfish,Lantern eye fish
Anoplagonus inermis,English,Smooth alligatorfish,Smooth poacher,Smooth sea-poacher
Anoplarchus insignis,English,Slender cockscomb,,
Anoplarchus purpurescens,English,Cockscomb prickleback,Crested blenny,High cockscomb
Anoplocapros amygdaloides,English,Blue boxfish,Western smooth boxfish,
Anoplocapros inermis,English,Blue boxfish,Chubby basketfish,Eastern smooth boxfish
Anoplocapros lenticularis,English,High-backed boxfish,Humpback boxfish,Smooth boxfish
Anoplogaster brachycera,English,Horned sabretooth,Shorthorn fangtooth,Shorthorn sabertooth
Anoplogaster cornuta,English,Common fangtooth,Common sabertooth,Horned fang-tooth fish
Anoplopoma fimbria,English,Black cod,Blue cod,Coal cod
Anoptoplacus pygmaeus,English,Pygmy jawfish,,
Anotopterus nikparini,English,North Pacific daggertooth,Daggertooth,
Anotopterus pharao,English,North Atlantic daggertooth,Daggertooth,
Anotopterus vorax,English,South ocean daggertooth,Southern daggertooth,Southern ocean daggertooth
Antennablennius adenensis,English,Aden blenny,,
Antennablennius australis,English,Moustached rockskipper,,
Antennablennius bifilum,English,Horned blenny,Horned rockskipper,
Antennablennius hypenetes,English,Arabian blenny,,
Antennablennius simonyi,English,Simony's blenny,,
Antennablennius variopunctatus,English,Orangedotted blenny,,
Antennarius biocellatus,English,Brackish water anglerfish,Brackish-water anglerfish,Brackish-water frogfish
Antennarius commerson,English,Big angler,Black angler,Black fishing frog
Antennarius hispidus,English,Fishing frog,Frog fish,Hispid frogfish
Antennarius indicus,English,Indian frogfish,,
Antennarius maculatus,English,Clown anglerfish,Largespotted angler,Wartskin frogfish
Antennarius multiocellatus,English,Flagpole frogfish,Longlure frogfish,
Antennarius pauciradiatus,English,Dwarf frogfish,Smallspot frogfish,
Antennarius pictus,English,Black angler,Devil fish,Painted angler
Antennarius randalli,English,Randall's frogfish,Three-spot anglerfish,
Antennarius striatus,English,Black angler,Blotched anglerfish,Spitlure frogfish
Antennatus linearis,English,Lined frogfish,Pygmy anglerfish,
Antennatus strigatus,English,Bandtail frogfish,,
Antennatus tuberosus,English,Bandfin frogfish,Pygmy angler,Pygmy frogfish
Anthias anthias,English,Sea perch,Swallow-tail sea perch,Swallowtail sea perch
Anthias nicholsi,English,Yellowfin bass,,
Anthias noeli,English,Rosy Jewelfish,,
Anthias woodsi,English,Swallowtail bass,,
Antigonia capros,English,Deep-bodied boarfish,Deepbody boarfish,Robust deepsea boarfish
Antigonia combatia,English,Shortspine boarfish,Boarfish,
Antigonia emanuela,English,Emanuela's boarfish,,
Antigonia malayana,English,Malayan deepsea boarfish,Boarfish,
Antigonia rhomboidea,English,Pink boarfish,Rhomboid deepsea boarfish,Rhomboidal boarfish
Antigonia rubescens,English,Indo-Pacific boarfish,Senbei fish,Sharpsnout deepsea boarfish
Antigonia rubicunda,English,Rosy boarfish,Rosy deepsea boarfish,
Antilligobius nikkiae,English,Sabre goby,,
Antimora microlepis,English,Finescale antimora,Finescale mora,Longfin cod
Antimora rostrata,English,Blue antimora,Blue hake,Flat-nose codling
Antipodocottus elegans,English,Dwarf sculpin,,
Antipodocottus galatheae,English,Galathea sculpin,,
Anyperodon leucogrammicus,English,Slender grouper,Slender rockcod,White-lined cod
Apeltes quadracus,English,Four-spined stickleback,Fourspine stickleback,Prickly back
Aphaniops dispar,English,Arabian pupfish,Red sea killifish,
Aphaniops stoliczkanus,English,Arabian killifish,Arabian tooth-carp,
Aphanius fasciatus,English,Mediterranean banded killifish,South European Toothcarp,
Aphanopus arigato,English,Pacific black scabbardfish,,
Aphanopus beckeri,English,Becker's scabbardfish,,
Aphanopus capricornis,English,Capricorn escabbardfish,Capricorn scabbardfish,
Aphanopus carbo,English,Black espada,Black scabbard fish,Black scabbardfish
Aphanopus intermedius,English,Black scabbard fish,Intermediate scabbardfish,
Aphanopus microphthalmus,English,Smalleye scabbardfish,,
Aphanopus mikhailini,English,Mikhailin's scabbardfish,,
Aphareus furca,English,Blue smalltooth job,Blue smalltooth jobfish,Fork-tailed snapper fish
Aphareus rutilans,English,Ironjaw snapper,Red smalltooth job,Reddish snapper fish
Aphia minuta,English,Transparent goby,,
Aphos porosus,English,Banded toadfish,,
Aphyonus gelatinosus,English,Gelatinous blindfish,,
Apionichthys dumerili,English,Longtail sole,Flounder,
Apistops caloundra,English,Short-armed waspfish,Shortfin waspfish,Shortspined waspfish
Apistus carinatus,English,Bearded waspfish,Long-finned waspfish,Longfin waspfish
Aplatophis chauliodus,English,Fangtooth snake eel,Fangtooth snake-eel,Tusky eel
